"phenotype_id","version_id","phenotype_name","type","author","owner","tags","collections","clinical_terminologies","data_sources","versions"
"PH274","548","Ptosis of eyelid","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'OPCS4 codes', 'id': 7}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 548, 'version_name': 'Ptosis of eyelid', 'version_date': '2021-10-06T16:10:47.009481Z', 'is_published': True, 'is_latest': True}]"
"PH275","550","Pulmonary collapse (excl pneumothorax)","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 550, 'version_name': 'Pulmonary collapse (excl pneumothorax)', 'version_date': '2021-10-06T16:10:49.027796Z', 'is_published': True, 'is_latest': True}]"
"PH276","552","Other interstitial pulmonary diseases with fibrosis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 552, 'version_name': 'Other interstitial pulmonary diseases with fibrosis', 'version_date': '2021-10-06T16:10:51.331490Z', 'is_published': True, 'is_latest': True}]"
"PH277","554","Raynaud's syndrome","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 554, 'version_name': ""Raynaud's syndrome"", 'version_date': '2021-10-06T16:10:53.366548Z', 'is_published': True, 'is_latest': True}]"
"PH278","556","Postinfective and reactive arthropathies","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 556, 'version_name': 'Postinfective and reactive arthropathies', 'version_date': '2021-10-06T16:10:55.927712Z', 'is_published': True, 'is_latest': True}]"
"PH279","558","Respiratory failure","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 558, 'version_name': 'Respiratory failure', 'version_date': '2021-10-06T16:10:58.068327Z', 'is_published': True, 'is_latest': True}]"
"PH280","560","Retinal detachments and breaks","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'OPCS4 codes', 'id': 7}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 560, 'version_name': 'Retinal detachments and breaks', 'version_date': '2021-10-06T16:11:01.041077Z', 'is_published': True, 'is_latest': True}]"
"PH281","562","Retinal vascular occlusions","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 562, 'version_name': 'Retinal vascular occlusions', 'version_date': '2021-10-06T16:11:03.302062Z', 'is_published': True, 'is_latest': True}]"
"PH282","564","Rheumatic fever","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 564, 'version_name': 'Rheumatic fever', 'version_date': '2021-10-06T16:11:06.419021Z', 'is_published': True, 'is_latest': True}]"
"PH283","566","Rosacea","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 566, 'version_name': 'Rosacea', 'version_date': '2021-10-06T16:11:08.491951Z', 'is_published': True, 'is_latest': True}]"
"PH284","568","Sarcoidosis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 568, 'version_name': 'Sarcoidosis', 'version_date': '2021-10-06T16:11:10.889716Z', 'is_published': True, 'is_latest': True}]"
"PH285","570","Schizophrenia, schizotypal and delusional disorders","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 570, 'version_name': 'Schizophrenia, schizotypal and delusional disorders', 'version_date': '2021-10-06T16:11:15.292049Z', 'is_published': True, 'is_latest': True}]"
"PH286","572","Scleritis and episcleritis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 572, 'version_name': 'Scleritis and episcleritis', 'version_date': '2021-10-06T16:11:17.496353Z', 'is_published': True, 'is_latest': True}]"
"PH287","574","Scoliosis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 574, 'version_name': 'Scoliosis', 'version_date': '2021-10-06T16:11:19.843140Z', 'is_published': True, 'is_latest': True}]"
"PH288","576","Seborrheic dermatitis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 576, 'version_name': 'Seborrheic dermatitis', 'version_date': '2021-10-06T16:11:22.185216Z', 'is_published': True, 'is_latest': True}]"
"PH289","578","Secondary Malignancy_Lymph Nodes","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 578, 'version_name': 'Secondary Malignancy_Lymph Nodes', 'version_date': '2021-10-06T16:11:25.032976Z', 'is_published': True, 'is_latest': True}]"
"PH290","580","Secondary Malignancy_Adrenal gland","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 580, 'version_name': 'Secondary Malignancy_Adrenal gland', 'version_date': '2021-10-06T16:11:26.971017Z', 'is_published': True, 'is_latest': True}]"
"PH291","582","Secondary Malignancy_Bone","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 582, 'version_name': 'Secondary Malignancy_Bone', 'version_date': '2021-10-06T16:11:29.076786Z', 'is_published': True, 'is_latest': True}]"
"PH292","584","Secondary Malignancy_Bowel","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 584, 'version_name': 'Secondary Malignancy_Bowel', 'version_date': '2021-10-06T16:11:31.227657Z', 'is_published': True, 'is_latest': True}]"
"PH293","586","Secondary Malignancy_Brain, Other CNS and Intracranial","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 586, 'version_name': 'Secondary Malignancy_Brain, Other CNS and Intracranial', 'version_date': '2021-10-06T16:11:33.370422Z', 'is_published': True, 'is_latest': True}]"
